username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Lonely Planet,15066760,5/16/2017 5:05,#Cincinnati airport is now home to these adorable mini-horses to help stressed passengers https://t.co/YcEvLtklif https://t.co/Y2HZ2zaviW,33,Cincinnati,5559776,686695,0.5,1
Men's Health Mag,25093616,5/15/2017 16:14,Thinking happy thoughts really can stop you from being so stressed: https://t.co/GeEie893W0 https://t.co/FgZEuOTo9v,21,None,4193633,1014,0.5,0.6
BBC Learning English,2450291,5/15/2017 22:07,"When you get stressed out about small things, remember it's just a storm in a teacup! [?]

More #English idioms:... https://t.co/MufmSSGAJJ",24,English,415736,886,0.0625,0.3
Grayson Dolan,2156278138,5/12/2017 2:40,I woke up stressed and down today and it turned out to be an amazing day. Stay positive and life will continue to get better.,8100,None,2678864,17011,0.292929293,0.558585859
Grayson Dolan,2156278138,5/11/2017 17:18,When you're so stressed that real life bs follows you to your dreams and stresses you out while you're asleep ,7867,None,2678864,17011,0.2,0.3
Yoni Appelbaum,269911034,5/9/2017 11:32,".@PRRIpoll 10. Bottom line? White, working class Trump voters felt culturally displaced and resentful, not financia... https://t.co/BiHl2Ll51y",2301,None,19688,496,0.05,0.05
Thomas Sanders,612750924,5/11/2017 18:25,"""You look tired and stressed, are you stressed?""
Well I didn't think I was until you just made me self-conscious about how I looked!!",991,None,446765,1023,-0.625,0.7
OXTAIL GAWD,20691338,5/14/2017 12:28,LOL my yute is stressed https://t.co/1hDMYcjCB2,178,None,78395,27733,0.8,0.7
OXTAIL GAWD,20691338,5/13/2017 16:34,ya back teeth are stressed https://t.co/89PXlErU51,749,None,78395,27733,0,0
Malaa,3100257690,5/12/2017 19:20,I'm too young to be stressed out.,822,None,29639,178,0.1,0.4
The Independent,16973333,5/10/2017 22:48,Finland is giving each citizen a universal basic income and it is making people less stressed https://t.co/KFXKuhy9wl,513,None,2212118,1125,-0.055555556,0.063888889
AcneSkinSite,143014330,5/10/2017 8:45,"Don't Worry Be Happy. The more stressed you are, the more your body reacts and you may see more blemishes.",448,None,833944,6,0.575,0.625
Rock Sound,14451605,5/14/2017 13:45,Watch Twenty One Pilots' Tyler Joseph sing his own song at a karaoke bar. https://t.co/VCIKbby6cx https://t.co/slVeTZZ2Oh,120,None,349356,662,0.6,1
Oliver Kamm,157760297,5/13/2017 18:43,Corbyn on foreign policy: can't be stressed enough that he joined Pilger in whitewashing war crimes of Milosevic. https://t.co/zeSMNeKCRU,212,None,19490,996,-0.0625,0.3125
SZA,256883252,5/9/2017 4:54,Grateful + stressed  /occasionally apologetic https://t.co/NE9et3z0SP,495,None,314593,469,0,0
Matt Haig,35270579,5/8/2017 16:27,I am happy and anxious and confident and terrified and laid back and stressed and social and lonely and shy and open and mainly okay.,223,None,146097,8532,0.109259259,0.566666667
Shannon Clermont,267545354,5/9/2017 14:31,Too blessed to be stressed ,463,None,95769,855,0,0
Sophia Benoit,257591704,5/9/2017 1:47,"me: i'm stressed
my body: here is some acne
me:...
my body: because you're stressed
me: I know i'm stressed
my body: so did it help?",224,None,56653,813,0,0
TechSmartt,634991958,5/8/2017 3:57,if ur very stressed https://t.co/obGOxfMfc0,288,None,75382,752,0.2,0.3
The Guardian,87818409,5/8/2017 14:57,"Why are my wife and I quitting teaching? Brutal cuts, bad policies and stressed kids | Peter Foggo https://t.co/OiMpL6COP0",83,None,6482955,1112,-0.7875,0.833333333
Motherboard,56510427,5/8/2017 13:03,"Your boss is not more stressed out than you, science says https://t.co/JzV7wZDC0E https://t.co/vdSzrB6Q5j",70,None,170533,90,-0.25,0.5
Masika Kalysha,90806116,5/8/2017 0:03,When you're #blocked and still #stalking me #obsessed #pressed and #stressed #dying for #attention dying for a... https://t.co/dEyfzxMW7s,75,blocked,122938,1605,-0.5,1
Eric Boehlert,34643610,5/8/2017 15:38,"when Obama get 0 GOP votes for Obamacare, WaPo stressed that **in the headline.** Trump 0 Dem votes? meh https://t.co/s5QSkqJ6tA",86,None,96736,827,0,0
Entrepreneur,19407053,5/7/2017 23:35,Stressed Out? 3 Ways to Weed Out Stress From the Workplace https://t.co/YqgPtXDXdQ,40,None,3025918,1442,0,0
Bloomberg,34713362,5/8/2017 2:57,India's PM gives central bank chief ammunition in fight to eliminate $180 billion of stressed assets... https://t.co/T3PNipdOxJ,18,None,3933650,1001,0,0.25
Devon County Council,15929531,5/8/2017 11:18,Feeling anxious or stressed? Go outside for a brisk 10 minute walk &amp; use this easy app https://t.co/ldAf9OZs0O... https://t.co/g4OY14xjD0,16,None,37578,584,0.061111111,0.627777778
Reagan Gomez,23831682,5/8/2017 0:26,Jesus...I'm stressed. #RHOA,35,RHOA,214129,2078,0,0
RAND Corporation,22545453,5/7/2017 22:50,"Report: Remotely piloted aircraft crews feel stressed due to heavy workloads, undermanning, and other factors. https://t.co/8Ih4RFXVSU",19,None,131650,1050,-0.1375,0.3625
Wicked the Musical,76460301,5/7/2017 16:40,"""Swaying and sweeping and always keeping #cool!"" It's #finals time at Shiz--how do you #relax when you're stressed o... https://t.co/z3SsB5GlhL",28,cool,122878,58,0.4375,0.65
Rhea Wolfson,233310243,5/8/2017 10:14,Great policy. Access to care must include parking. I've seen people stressed abt parking fines coming out of cancer... https://t.co/5QSyLjntCD,23,None,8677,2624,0.8,0.75
Sajjan Jindal,2532459042,5/8/2017 10:08,"Resolution of stressed assets situation in India gets stuck because
of indecision on part of banks. Hope RBI will enable speed up
resolution",20,None,24404,68,0,0
Rick Wilson,19084896,5/23/2017 1:58,"The Trump trolls are out in force tonight. Either that Bitcoin payment went through, or they're feeling stressed.",495,None,166229,3260,0,0
Krishnan Guru-Murthy,17062358,5/22/2017 11:07,"""nothing has changed! nothing has changed!"" says increasingly stressed looking Theresa May",444,None,449262,3505,0,0
Mama Dragun,412221236,5/21/2017 20:06,"I'm too grateful to be hateful. 
I'm too blessed to be stressed.",991,None,82852,88,0,0
Twitter Moments,3260518932,5/21/2017 15:32,"In his speech to the Muslim world, President Trump stressed the need to fight terrorism and extended US support. https://t.co/xkAfXNVYZU",545,None,409636,11,0,0
BuzzFeed,5695632,5/22/2017 15:34,"This college student brought her puppy, Bailey, to school to cheer up her stressed classmates https://t.co/vHnkYcqkbJ",220,None,5176760,3118,0,0
Wesley Stromberg,196955859,5/21/2017 22:00,Too blessed to be stressed,236,None,732974,34957,0,0
TIME,14293310,5/22/2017 5:15,This map shows where people are the most stressed in America https://t.co/B7PQ5yrMr6,62,None,13987093,848,0.5,0.5
Mental Health Fdn,80294798,5/22/2017 17:54,"If you're stressed with work, have you tried mindfulness? If not, give it a go with our 3-min breathing exercise: https://t.co/2NHuFPuxwI",84,None,120488,4612,0,0
James Charles,1117786405,5/23/2017 2:37,i don't have an outfit for tomorrow yet and i'm stressed,88,None,204421,850,0,0
The Voice,216444984,5/22/2017 1:02,In case you're feeling stressed about the impending work week. #TheVoice https://t.co/dTHU9cf2Gy,61,TheVoice,4983643,9680,0,0
TIME,14293310,5/22/2017 11:20,The most stressed-out states in America https://t.co/DoyrR812vF,43,None,13987093,848,0.5,0.5
Jemaine Clement,23578176,5/23/2017 1:33,Don't be stressed out. https://t.co/LpiiPILadx,52,None,185377,1393,0,0
Lisa Schwartz,16862142,5/22/2017 0:09,I'm stressed AF about my @BacheloretteABC bracket. Also the state of or Country. #willyouacceptthisimpeachment,20,willyouacceptthisimpeachment,395235,578,0,0
Vogue Magazine,136361303,5/21/2017 22:30,6 ways to sleep when you're stressed: https://t.co/T8GWJCucNC,36,None,12789606,530,0,0
Mac,23065354,5/19/2017 22:36,I just passed my drivers test. Feeling very 16. Stressed out about the SATs.,10063,None,6458170,1215,0.2,0.3
Psychology Today,27726303,5/21/2017 13:01,Many of our canine companions suffer from separation anxiety and are more stressed out than we realize. https://t.co/lB1Gmislah,42,None,497696,975,0.5,0.5
Circa,441389311,5/21/2017 15:06,Trump's speech in Saudi Arabia stressed friendship in the face of 'violent extremism' https://t.co/ti3YRgaK8i https://t.co/flg8OnM0hn,20,None,62804,1477,-0.8,1
ARMAAN MALIK,298917410,5/21/2017 6:05,Look at me not so stressed about it  #auckland #PrinceAM #SKYWALK https://t.co/xeizBfoUjI,475,auckland,227200,1267,0,0
Vogue Magazine,136361303,5/21/2017 14:53,Stressed out? A wellness expert shares tips on how to manage anxiety through practicing self-care. https://t.co/QxghjovTvi,29,None,12789605,530,0,0
Mostly Lit Podcast,7.01E+17,5/21/2017 14:54,When I'm stressed I go book shopping. Then I become even more stressed because when am I going to read all these books?!!!,16,None,4906,1603,0.9765625,0.5
PRINCETON PEREZ,1421475978,5/21/2017 3:29,2 blessed 2 be stressed,572,None,160195,624,0,0
Katya,175180732,5/14/2017 20:09,Too blessed to be stressed when your mom's the best. #MothersDay https://t.co/EEvZFQztRP,711,MothersDay,256900,735,1,0.3
FutureFemaleLeaders,624849630,5/14/2017 13:45,"Stressed *calls mom*
Happy *calls mom*
Anxious *calls mom*
Sad *calls mom*
Excited *calls mom*
Annoyed *calls mom*

Happy #MothersDay!",596,MothersDay,49702,453,0.170833333,0.925
Laurence Tribe,4091551984,5/16/2017 2:26,".@RepAlGreen rightly stressed on @allinwithchris that impeachment is like indictment, not conviction, which demands... https://t.co/Am2T7P1yk7",276,None,130936,1071,0.285714286,0.535714286
The Notebook,233430873,5/19/2017 3:17,"Care less, and you won't be so stressed.",613,None,5767173,164,-0.166666667,0.066666667
Monica Alba,71584155,5/18/2017 11:44,"White House officials stressed yesterday that the president had a ""measured"" response to Mueller news. 12 hours lat... https://t.co/TvUVPhNLBy",373,None,22890,2110,0,0
Aseefa B Zardari,130159846,5/18/2017 8:42,CM #Sindh has personally been monitoring #polio situation and stressed the importance of reaching &amp; vaccinating every child to protect them,348,Sindh,1201153,717,0,0.3
AcneSkinSite,143014330,5/17/2017 1:45,"Pamper yourself. If you're feeling stressed, your skin is going to show it. Treat yourself and your skin to a home made spa day.",495,None,835492,6,0,0
Rain Man,243125110,5/21/2017 7:14,Imagine not being stressed out for a day ,55,None,55748,674,0,0
OXTAIL GAWD,20691338,5/14/2017 12:28,LOL my yute is stressed https://t.co/1hDMYcjCB2,178,None,78730,27718,0.8,0.7
Rock Sound,14451605,5/14/2017 13:45,Watch Twenty One Pilots' Tyler Joseph sing his own song at a karaoke bar. https://t.co/VCIKbby6cx https://t.co/slVeTZZ2Oh,123,None,349537,658,0.6,1
SPECIALK ðŸ—¯,18892596,5/23/2017 23:27,Lmao my mom stressed me tf out during finals https://t.co/KvO8DK7LM1,2264,None,309009,9717,0.6,1
Rick Wilson,19084896,5/23/2017 1:58,"The Trump trolls are out in force tonight. Either that Bitcoin payment went through, or they're feeling stressed.",650,None,166601,3265,0,0
Krishnan Guru-Murthy,17062358,5/22/2017 11:07,"""nothing has changed! nothing has changed!"" says increasingly stressed looking Theresa May",444,None,449412,3508,0,0
Shannon Coulter,7019512,5/23/2017 21:54,"You sound stressed, Sean. You stressed? https://t.co/OjVZecegVm",160,None,58337,19902,0.4,0.4
King Wolfie,136651187,5/24/2017 0:05,sorry about the vlogs being posted late lately  been a little stressed lately,257,None,569668,2236,-0.3175,0.66
BuzzFeed,5695632,5/22/2017 15:34,"This college student brought her puppy, Bailey, to school to cheer up her stressed classmates https://t.co/vHnkYcqkbJ",244,None,5182540,3118,0,0
Cleveland Clinic,24236494,5/23/2017 16:20,"Breathe deep. A full, deep breath makes your lungs &amp; chest send signals to your brain and you feel calmer.... https://t.co/eOANxDh6x8",76,None,980477,991,0.116666667,0.45
Mental Health Fdn,80294798,5/22/2017 17:54,"If you're stressed with work, have you tried mindfulness? If not, give it a go with our 3-min breathing exercise: https://t.co/2NHuFPuxwI",97,None,120570,4612,0,0
James Charles,1117786405,5/23/2017 2:37,i don't have an outfit for tomorrow yet and i'm stressed,109,None,204777,851,0,0
CM of Karnataka,2713703797,5/23/2017 10:16,Fortunate to have spent time with HH the Dalai Lama today. He stressed the importance of Karuna in our daily life. https://t.co/jt6pFiCSLi,64,None,117453,537,0.1,0.266666667
Cleveland Clinic,24236494,5/23/2017 16:00,"Acupressure is a complementary treatment to acupuncture without needles.
Try this if you're stressed:... https://t.co/4l7nfrIdbz",18,None,980477,991,0,0
Jemaine Clement,23578176,5/23/2017 1:33,Don't be stressed out. https://t.co/LpiiPILadx,57,None,185485,1393,0,0
Emily Canham,353304204,5/22/2017 15:02,I need an iced coffee!!! I get so stressed when people are running late ,37,None,265018,312,-0.3,0.6
Ø¯.Ø±ÙŠØ§Ø¶ Ø­Ø¬Ø§Ø¨,4196168301,5/23/2017 11:14,Process of political transition must be made in accordance with UN mediation in Geneva - I stressed in meeting with... https://t.co/Akldh13Vyx,17,None,69257,16,0,0.1
TIME,14293310,5/22/2017 11:20,The most stressed-out states in America https://t.co/DoyrR812vF,43,None,13996047,848,0.5,0.5
Mac,23065354,5/19/2017 22:36,I just passed my drivers test. Feeling very 16. Stressed out about the SATs.,10389,None,6469203,1215,0.2,0.3
TIME,14293310,5/22/2017 5:15,This map shows where people are the most stressed in America https://t.co/B7PQ5yrMr6,62,None,13996047,848,0.5,0.5
Mama Dragun,412221236,5/21/2017 20:06,"I'm too grateful to be hateful. 
I'm too blessed to be stressed.",1013,None,83033,88,0,0
Islamic Online Univ.,166590761,5/22/2017 7:00,Worried? Sad? Depressed? Stressed? Let's pray it all away. In sujood we'll find the greatest comfort &amp; feel our sou... https://t.co/1U7QAFd8Jd,35,None,61332,43,0.25,1
Laurence Tribe,4091551984,5/16/2017 2:26,".@RepAlGreen rightly stressed on @allinwithchris that impeachment is like indictment, not conviction, which demands... https://t.co/Am2T7P1yk7",276,None,132314,1078,0.285714286,0.535714286
The Notebook,233430873,5/19/2017 3:17,"Care less, and you won't be so stressed.",623,None,5767310,164,-0.166666667,0.066666667
PRINCETON PEREZ,1421475978,5/21/2017 3:29,2 blessed 2 be stressed,575,None,160237,628,0,0
Twitter Moments,3260518932,5/21/2017 15:32,"In his speech to the Muslim world, President Trump stressed the need to fight terrorism and extended US support. https://t.co/xkAfXNVYZU",544,None,410473,11,0,0
The Voice,216444984,5/22/2017 1:02,In case you're feeling stressed about the impending work week. #TheVoice https://t.co/dTHU9cf2Gy,62,TheVoice,4986542,9687,0,0
Wesley Stromberg,196955859,5/21/2017 22:00,Too blessed to be stressed,241,None,732917,34957,0,0
Monica Alba,71584155,5/18/2017 11:44,"White House officials stressed yesterday that the president had a ""measured"" response to Mueller news. 12 hours lat... https://t.co/TvUVPhNLBy",373,None,22915,2110,0,0
Aseefa B Zardari,130159846,5/18/2017 8:42,CM #Sindh has personally been monitoring #polio situation and stressed the importance of reaching &amp; vaccinating every child to protect them,357,Sindh,1201529,718,0,0.3
AcneSkinSite,143014330,5/17/2017 1:45,"Pamper yourself. If you're feeling stressed, your skin is going to show it. Treat yourself and your skin to a home made spa day.",496,None,835581,6,0,0
ARMAAN MALIK,298917410,5/21/2017 6:05,Look at me not so stressed about it  #auckland #PrinceAM #SKYWALK https://t.co/xeizBfoUjI,481,auckland,227511,1267,0,0
BuzzFeed News,1020058453,5/22/2017 1:56,"This college student brought her puppy, Bailey, to school to cheer up her stressed classmates [?]... https://t.co/OMVoVDv9io",39,None,890683,4910,0,0
Reno Omokri,264248576,5/15/2017 12:52,"The economy is bad, people are stressed, suicide is on the rise. Dont pressure your debtors. Don't push them. Corpses can't repay debts.",189,None,178218,50,-0.7,0.666666667
NSPCC,38292671,5/15/2017 8:23,"If your child is feeling stressed in the lead up to exam season, #Chilldine has advice to help them cope:... https://t.co/znwBEIPnid",76,Chilldine,203122,3759,0,0
Sopan Deb,48120914,5/16/2017 2:02,I could be in a hostage situation and I wouldn't be more stressed than I am right now.,76,None,166069,4643,0.392857143,0.517857143
NPR,5392522,5/15/2017 12:43,"A nap can't substitute for a good night's sleep, but it certainly can help, say sleep specialists https://t.co/ud5GhNsvKU",96,None,6977628,72533,0.457142857,0.585714286
Cleveland Clinic MD,17442457,5/15/2017 14:29,Overdiagnosis of thyroid cancer is leading to unnecessary interventions and stressed out patients... https://t.co/Y5pb4zQwEF,38,None,243680,1638,-0.4,0.9
Jack Xatzinikolas,512554477,5/15/2017 8:15,"Also have a 7 year old on the verge of a breakdown over his SATs - screaming, sobbing, panicking, stressed, why do they do this to kids?!!",37,None,99635,8083,0.15625,0.2
R. Eric Thomas,24967868,5/15/2017 20:23,TODAY IS CANCELLED. THIS ROMPHIM IS TEW MUCH You a dude who wants to wear a romper? BUY A ROMPER. GOD. SO stressed. I need an avocado toast.,56,None,12997,1218,0.2,0.15
Jeremy Cliffe,465965880,5/15/2017 17:46,"5/ Also, Merkel's openness to treaty change, which she pointedly stressed they had discussed, potentially a big moment.",45,None,40897,2164,0,0.1
Vogue Magazine,136361303,5/15/2017 10:56,6 ways to sleep when you're stressed: https://t.co/43bHUH4fRm,33,None,12792949,530,0,0
Men's Health Mag,25093616,5/15/2017 16:14,Thinking happy thoughts really can stop you from being so stressed: https://t.co/GeEie893W0 https://t.co/FgZEuOTo9v,25,None,4218731,1015,0.5,0.6
BBC Learning English,2450291,5/15/2017 22:07,"When you get stressed out about small things, remember it's just a storm in a teacup! [?]

More #English idioms:... https://t.co/MufmSSGAJJ",30,English,416979,1394,0.0625,0.3
CBS News Health,10791192,5/15/2017 17:09,"""I was stressed 100 percent of the time."" What to do about the rise in physician burnout:  https://t.co/TzsyuKqpP8 https://t.co/ycdATwPnQo",41,None,601629,131,0,0
SPECIALK ðŸ—¯,18892596,5/23/2017 23:27,Lmao my mom stressed me tf out during finals https://t.co/KvO8DK7LM1,3306,None,309021,9717,0.6,1
Rick Wilson,19084896,5/23/2017 1:58,"The Trump trolls are out in force tonight. Either that Bitcoin payment went through, or they're feeling stressed.",651,None,166749,3268,0,0
Nooruddean,176754253,5/24/2017 14:40,"This can't be stressed enough. It's not just his father dying, it's watching his health deteriorate over time. That... https://t.co/srO6l9kZDq",154,None,80002,1669,0,0.5
Shannon Coulter,7019512,5/23/2017 21:54,"You sound stressed, Sean. You stressed? https://t.co/OjVZecegVm",178,None,58391,19908,0.4,0.4
King Wolfie,136651187,5/24/2017 0:05,sorry about the vlogs being posted late lately  been a little stressed lately,344,None,570103,2236,-0.3175,0.66
Cleveland Clinic,24236494,5/23/2017 16:20,"Breathe deep. A full, deep breath makes your lungs &amp; chest send signals to your brain and you feel calmer.... https://t.co/eOANxDh6x8",83,None,982066,994,0.116666667,0.45
CM of Karnataka,2713703797,5/23/2017 10:16,Fortunate to have spent time with HH the Dalai Lama today. He stressed the importance of Karuna in our daily life. https://t.co/jt6pFiCSLi,72,None,117584,537,0.1,0.266666667
James Charles,1117786405,5/23/2017 2:37,i don't have an outfit for tomorrow yet and i'm stressed,110,None,204962,854,0,0
Cleveland Clinic,24236494,5/23/2017 16:00,"Acupressure is a complementary treatment to acupuncture without needles.
Try this if you're stressed:... https://t.co/4l7nfrIdbz",21,None,982066,994,0,0
Lindsay MacDonald,2805954792,5/24/2017 17:58,"I don't think I've ever been more stressed out than when watching tonight's #The100. This finale is everything, guys.",40,The100,1866,615,0.5,0.5
Ø¯.Ø±ÙŠØ§Ø¶ Ø­Ø¬Ø§Ø¨,4196168301,5/23/2017 11:14,Process of political transition must be made in accordance with UN mediation in Geneva - I stressed in meeting with... https://t.co/Akldh13Vyx,17,None,69280,16,0,0.1
InStyle,14934818,5/24/2017 5:32,5 physical signs you're way too stressed and need to take a breather https://t.co/D9yVxdufcL,22,None,4542732,2759,0,0.142857143
Mac,23065354,5/19/2017 22:36,I just passed my drivers test. Feeling very 16. Stressed out about the SATs.,10499,None,6475337,1215,0.2,0.3
Entrepreneur,19407053,5/24/2017 19:45,#TipoftheDay: Feeling stressed out and overwhelmed? @letgotogrow has a suggestion that can move you forward. https://t.co/OkJpHh2VDV,34,TipoftheDay,3044061,1442,0,0
UN News Centre,104277809,5/24/2017 17:52,.@WHO Director-General-elect Mr. Tedros stressed the need to provide health care for all and to implement internati... https://t.co/lrtzG6NLIB,22,None,268636,688,0,0
Laurence Tribe,4091551984,5/16/2017 2:26,".@RepAlGreen rightly stressed on @allinwithchris that impeachment is like indictment, not conviction, which demands... https://t.co/Am2T7P1yk7",276,None,132751,1085,0.285714286,0.535714286
The Notebook,233430873,5/19/2017 3:17,"Care less, and you won't be so stressed.",625,None,5767369,176,-0.166666667,0.066666667
Monica Alba,71584155,5/18/2017 11:44,"White House officials stressed yesterday that the president had a ""measured"" response to Mueller news. 12 hours lat... https://t.co/TvUVPhNLBy",373,None,22921,2110,0,0
Aseefa B Zardari,130159846,5/18/2017 8:42,CM #Sindh has personally been monitoring #polio situation and stressed the importance of reaching &amp; vaccinating every child to protect them,360,Sindh,1201979,718,0,0.3
AcneSkinSite,143014330,5/17/2017 1:45,"Pamper yourself. If you're feeling stressed, your skin is going to show it. Treat yourself and your skin to a home made spa day.",495,None,835627,6,0,0
Rachel Ballinger,468957900,5/18/2017 21:13,"Feeling stressed? SQUISH IT OUT! Watch my DIY stress ball video... Guys, they were awesome to make https://t.co/OpYmqa1Ka9",121,None,424648,4802,1,1
Mark Medina,19319374,5/17/2017 1:10,"On using No. 2 pick to draft player or trading it, Magic Johnson and Rob Pelinka stressed importance of keeping long term future in mind",94,None,42286,1425,0.15,0.508333333
KOENA MITRA,154916905,5/19/2017 15:08,"#AmiKkr 
Ami confused.
Ami Stressed. 
Ami Speechless. 
Ami worried. 
Do something #Kkr 
@iamsrk Tomar luck Ektu diye Dao Kkr ke",129,AmiKkr,547749,9,-0.4,0.7
Funny Or Die,15693493,5/16/2017 22:00,"Stressed out trying to keep up with Trump, Comey, Russia leaks, etc? Try this new meditation on for size. https://t.co/WPisvtclM7",141,None,14203725,5683,0.136363636,0.454545455
Mikki Kendall,100136358,5/18/2017 11:31,I was getting stressed out by the order of succession then names of people implicated started to leak &amp; well...will there be a GOP left?,67,None,74624,1033,-0.2,0.25
BRANDON WARDELL,58323389,5/18/2017 21:20,"r u guys going 2 that dorm party later? dam. my social studies class has me stressed out, brother. i cant wait 2 underage drink tonight hehe",137,None,169766,1040,0.016666667,0.033333333
Becca Tilley,31047270,5/18/2017 4:15,I am NERVOUS for the Grey's finale tomorrow!Just watched last weeks episode &amp; feeling STRESSED. What would I tweet about without this show?,118,None,221363,282,-0.025,0.083333333
Sopan Deb,48120914,5/16/2017 2:02,I could be in a hostage situation and I wouldn't be more stressed than I am right now.,76,None,166149,4649,0.392857143,0.517857143
Brad Williams,18723984,5/19/2017 3:40,News got you stressed out? Here's a dwarf jumping into a ball pit https://t.co/3B1JxFXdbz,107,None,65608,284,0,0
Tay Jardine,17693277,5/19/2017 13:54,Why is it that seeing all these anti stress fidget toys make me stressed out?????,111,None,164637,332,0,0
